gene_official,scr_sum,rusp,scr_babydetectv2,scr_babyscreen,scr_babyseq2,scr_beginngs,scr_chenetal,scr_earlycheck,scr_firststeps,scr_generation,scr_gnstar,scr_guardian,scr_jianetal,scr_leeetal,scr_luoetal,scr_neoexome,scr_neoseq,scr_nests,scr_newbornsinsa,scr_puglia,scr_wangetal,scr_foresite,scr_fulgent,scr_igenomix,scr_nurture,scr_perkinelmer,scr_sema,inheritance,penetrance,age_onset_asqm_standard,severity,likelihood,efficacy,acceptability,knowledge,yespct,prevalence_100k,orthogonal_test
PMS2,2,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,Childhood,2,3,1,2,1,0,140.1,N
SMPX,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,XLR,HIGH (A),Childhood,1,3,3,3,1,,,
TRAPPC2,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,XLR,HIGH (A),,,,,,,,,
TTR,2,,,,1,,,,,,,,,,,,,,,,,,,1,,,,AD,HIGH (A),,,,,,,0,1,Y
ZMYND10,2,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,Birth,1,3,2,2,2,,,
DNAAF4,2,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,Infant,1,3,2,2,1,,,
MFSD8,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,AR,HIGH (A),Childhood,2,3,0,0,2,0,<0.465,Y
NEFH,2,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
DDB2,2,,,,1,,,,,1,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
GPC3,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,XLR,HIGH (A),,,,,,,,,
FOXI1,2,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,0.046-0.16,Y
DCX,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,XLR,HIGH (A),,,,,,,,,
CLN8,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,AR,HIGH (A),Childhood,2,3,0,0,2,,,
SERPINH1,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
ABCA3,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),Birth,3,3,1,1,3,,,
HAL,2,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
HSD17B3,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
ERCC3,2,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
FHL1,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,XLR,HIGH (A),,,,,,,,,
CTSD,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,AR,HIGH (A),Infant,3,3,0,0,1,,,
SLC4A4,2,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,Rare; < 0.1,Y
SPINK5,2,,,,1,,,,,,,,1,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
RPL31,2,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,Infant,1,3,2,3,0,1,.75,Y
TANGO2,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
NOTCH2,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,AD,HIGH (A),Neonatal,2,3,2,2,2,,,
IER3IP1,2,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAG1,2,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,Birth,1,3,2,2,2,,,
RPGR,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,XLR,HIGH (A),,,,,,,,,
GJB1,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,XLD,HIGH (A),,,,,,,,,
SLC13A5,2,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Y
ALDOA,2,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
ODAD1,2,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,Birth,1,3,2,2,2,,,
DSG2,2,,,,1,,,,,,,,,,,,,,,,,1,,,,,,AD,MODERATE (A),Variable,3,2,2,3,2,,,
PTH1R,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
BCS1L,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),Birth,3,3,0,0,2,,,
TJP2,2,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
DTNBP1,2,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,Variable,0,3,3,3,0,,,
CYB561,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,Y
COL5A2,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
PEX13,2,,,,1,,,,,,,,,1,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
APRT,2,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,2,Y
GREB1L,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
VPS33B,2,,,,1,,,,,,,,,1,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
KCNJ5,2,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,Childhood,2,3,3,2,1,1,,Y
ACVR1,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
ENO3,2,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
RSPH1,2,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,Birth,1,3,2,2,2,,,
GUCY2D,2,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,
BLOC1S3,2,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,Variable,0,3,3,3,0,,,
CP,2,,,,1,,,,,,,,,,,,,,,,,,,,1,,,AR,HIGH (A),Adolescent/Adult,1,3,2,3,1,1,.05,Y
SLC19A1,2,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,Y
DES,2,,,,1,,,,,,,,,1,,,,,,,,,,,,,,AD,HIGH (A),Variable,2,3,2,3,2,,,
ABCC2,2,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
PIGA,2,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,0,<1,Y
ELP1,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),Birth,2,3,1,3,1,,,
LAMB2,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,AR,HIGH (A),,,,,,,,,
SDHC,2,,,,1,,,,,,,,,,,,,,,,,1,,,,,,AD,MODERATE (A),Adolescent/Adult,1,3,2,2,1,,,
CDAN1,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
DNAAF5,2,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,Birth,1,3,2,2,1,,,
GYG1,2,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
GFM1,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
FTL,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
APOA5,2,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,.55,Y
TRIM28,2,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
ANK2,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,AD,MODERATE (A),Variable,2,2,2,2,2,,,
REEP1,2,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
MAP2K1,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
EPM2A,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
WRAP53,2,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
IL21,2,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,.4,Y
PINK1,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
PEX5,2,,,,1,,,,,,,,,1,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
SFTPB,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),Birth,3,3,1,1,2,,,
CLDN19,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
CHM,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,XLD,HIGH (A),,,,,,,,,
EPCAM,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,Adolescent/Adult,2,3,3,2,3,0,,N
CFAP298,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,Neonatal,1,3,2,2,1,,,
ALB,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),Childhood,1,1,3,3,2,,,
RRM2B,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
SLC27A4,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
FOXF1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),Birth,3,3,0,0,3,,,
RAD51C,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,Childhood,2,3,2,2,0,1,,N
EFHC1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
ANO5,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
STXBP1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),Infant,2,3,0,0,1,,,
NARS2,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,Infant,3,3,0,0,1,,,
MYLK,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,MODERATE (B),Adolescent/Adult,3,3,1,2,1,,,
MAP2K2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
SIL1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
FAT4,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
NSD1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
SOX9,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
BBS4,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
SBF2,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
GAN,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
NPAP1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
ACAD10,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
TFRC,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
MBTPS2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,XLR,HIGH (A),,,,,,,,,
TIMM8A,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,XLR,HIGH (A),Infant,2,3,0,0,2,,,
SH3KBP1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
CUL7,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
PAX1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.72,Y
NOD2,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,1.72,N
KARS1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,Birth,1,3,3,3,1,,,
GNE,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,0,.1,Y
FLT3,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
MAX,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Adolescent/Adult,2,2,3,2,2,,,
C2CD3,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
NGLY1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
EIF2B1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
LIFR,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
SHANK3,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
CNBP,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CLIC5,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
ACTN1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),Birth,0,2,0,0,0,,,
CSF2RA,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,XLR,HIGH (A),Childhood,1,3,3,2,1,,,
PDXK,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMER2,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
ZNF408,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATP6V0A2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
MSRB3,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,Birth,1,3,3,3,1,,,
DLL3,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
CTSF,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
CLDN16,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
HJV,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Adolescent/Adult,2,3,3,3,3,0,,Y
UBE3A,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
ANKRD26,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
ASCL1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Birth,3,0,3,2,0,,,
ADAMTSL2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
KRT17,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
POLG,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
GMPPB,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF469,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
DMPK,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
COL6A1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
GPSM2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),Birth,1,3,3,3,2,,,
MCFD2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
COL4A6,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
TAL2,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
RNU4ATAC,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS10,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
OBSL1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
RBMX,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
EIF2B2,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
SPRED1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
KLF1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
LTBP4,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),Neonatal,3,3,0,0,2,,,
ERCC6,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
MID1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
SNCA,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
HSF4,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
PHF6,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,XLD,HIGH (A),,,,,,,,,
CRYAA,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
POMGNT1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
EIF2B4,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
TUBA1A,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
LRP2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
FLNC,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
EIF2AK4,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
KCNJ8,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,N
RHOH,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
GRIN2B,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,N
TMEM127,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Adolescent/Adult,1,3,2,2,0,,,
NME8,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,Birth,1,3,2,2,0,,,
EIEE13,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
PLA2G6,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
CSTB,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
SLC5A2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
TYMP,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
NSDHL,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,XLD,HIGH (A),,,,,,,,,
BICD2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
ELP3,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
MYCN,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
VPS13A,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
CYP4F22,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),Birth,1,3,0,0,2,,,
EMD,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,XLR,HIGH (A),,,,,,,,,
SEC23B,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
DEPDC5,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
CCBE1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
MSN,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2H5,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
GLRX5,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
FKBP6,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
GRN,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SIX3,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
SCO1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
SCARB2,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,Y
SERPINC1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Adolescent/Adult,1,3,2,3,2,,,
ALX4,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
POMT1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
RPH3A,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC40A1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Adolescent/Adult,1,2,2,3,1,0,,Y
NAXE,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,unk,Y
PRKCD,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,ultrarare,N
BIN1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
CHKB,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
PARN,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,unk,
CDH1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,MODERATE (A),Adolescent/Adult,2,3,3,0,3,,,
TPM3,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
RAB7A,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
FBN2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
CCDC50,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,Childhood,1,3,3,3,1,,,
GAS8,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,Birth,1,3,2,2,1,,,
ANO10,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
ADCY1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,Birth,1,3,2,3,0,,,
GJA5,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,MODERATE (A),Adolescent/Adult,2,3,2,2,2,,,
PIEZO2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
RNASEH2C,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,0,,Y
EXTL3,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
SH2B3,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
VPS54,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
CCNO,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,Childhood,1,3,2,2,1,,,
WNT3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
LRRK2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
VPS13B,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
NSMCE3,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
ALOX12B,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
MAGEL2,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
WNT10A,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
COX15,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
APEX1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
KRT16,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
TRPM4,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
AIP,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,MODERATE (A),Variable,1,2,3,3,3,,,
CHRNG,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
CTNNA3,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Adolescent/Adult,2,0,2,2,0,,,
DSPP,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,Infant,1,2,0,0,2,,,
SLC17A8,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,Adolescent/Adult,0,3,3,3,1,,,
ODC1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCO1B1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
FGD1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,XLR,HIGH (A),,,,,,,,,
VIPAS39,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
NLRC4,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,0,ultrarare,Y
MS4A1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,.4,Y
POLE2,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
CD81,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,.4,Y
PIGT,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
REN,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
IRF6,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
IFNGR2,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,ultrarare,Y
NAGA,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),Adolescent/Adult,1,3,0,0,1,,,
CRYGD,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
B2M,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
P2RX2,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,Adolescent/Adult,1,3,3,3,1,,,
TMEM216,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
FAM161A,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
MYH3,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
MET,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
APOA2,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
HSPB1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
AP3D1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKRD1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,MODERATE (B),Adolescent/Adult,2,3,2,3,1,,,
UMOD,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
ICOSLG,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
SLC6A19,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
CD59,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
CDKN2A,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,MODERATE (A),Adolescent/Adult,2,3,2,2,3,,,
PON3,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SOD1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
